clk,date,gender,age_level,shopping_level,occupation,new_user_class_level,price
0,2017-05-12,1,5,2,0,2,20
0,2017-05-13,1,2,2,0,2,288
0,2017-05-10,2,4,2,0,2,288
0,2017-05-10,1,2,2,0,2,288
0,2017-05-10,2,4,2,0,2,288
0,2017-05-11,2,5,2,0,2,288
0,2017-05-06,1,5,2,0,2,288
0,2017-05-06,1,6,2,0,2,23
0,2017-05-07,1,4,2,0,2,23
0,2017-05-08,1,2,2,0,2,128
0,2017-05-11,1,3,2,0,2,55
0,2017-05-06,2,1,2,0,2,55
0,2017-05-06,2,3,2,0,2,55
0,2017-05-11,2,2,2,0,2,523
0,2017-05-06,1,2,2,0,2,523
0,2017-05-12,2,5,2,0,2,523
0,2017-05-11,1,6,2,0,2,523
0,2017-05-11,1,2,2,0,2,58
0,2017-05-07,1,3,2,0,2,160
0,2017-05-08,1,4,2,0,2,160
0,2017-05-12,1,4,2,0,2,47.85
0,2017-05-13,2,3,2,0,2,148
0,2017-05-12,1,3,2,0,2,88
0,2017-05-12,1,2,2,0,2,88
0,2017-05-11,1,3,2,0,2,55
0,2017-05-06,2,4,2,0,2,410
0,2017-05-09,1,3,2,0,2,230
0,2017-05-13,1,3,2,0,2,223.3
0,2017-05-08,1,5,2,0,2,48
0,2017-05-13,1,2,2,0,2,119
0,2017-05-06,1,2,2,0,2,119
0,2017-05-12,1,3,2,0,2,45.8
0,2017-05-11,2,4,2,0,2,39
0,2017-05-13,1,1,2,0,2,65
0,2017-05-10,1,2,2,0,2,55.5
0,2017-05-10,1,2,2,0,2,55.5
0,2017-05-10,1,2,2,0,2,55.5
1,2017-05-09,1,2,2,0,2,69.9
0,2017-05-11,1,5,2,0,2,296
0,2017-05-13,2,4,2,0,2,296
0,2017-05-10,2,4,2,0,2,296
0,2017-05-12,1,5,2,0,2,583.33
0,2017-05-06,2,2,2,1,2,79
0,2017-05-06,1,6,2,0,2,85
0,2017-05-10,1,2,2,0,2,57.8
0,2017-05-10,1,3,2,0,2,57.8
0,2017-05-10,2,4,2,0,2,46.8
0,2017-05-11,1,1,2,0,2,178
0,2017-05-06,1,1,2,0,2,178
0,2017-05-08,1,1,2,0,2,178
0,2017-05-11,1,4,2,0,2,128
0,2017-05-11,2,4,2,0,2,128
0,2017-05-13,2,4,2,0,2,429
0,2017-05-06,1,3,2,0,2,48
0,2017-05-12,2,4,2,0,2,819
0,2017-05-12,1,4,2,0,2,39.6
0,2017-05-08,1,3,2,0,2,260
0,2017-05-13,2,5,2,0,2,891
0,2017-05-08,2,3,2,0,2,891
0,2017-05-06,1,2,2,0,2,128
0,2017-05-08,1,4,2,0,2,400
0,2017-05-10,2,5,2,0,2,39
0,2017-05-09,2,2,2,0,2,628
0,2017-05-06,2,6,2,0,2,300
0,2017-05-10,2,3,2,0,2,299
0,2017-05-06,1,4,2,0,2,746
0,2017-05-09,2,4,2,0,2,118
0,2017-05-13,2,5,2,0,2,118
0,2017-05-12,2,4,2,0,2,118
0,2017-05-08,1,3,2,0,2,21
0,2017-05-08,1,2,2,1,2,580
0,2017-05-10,1,3,2,0,2,166
0,2017-05-11,1,5,2,0,2,56
0,2017-05-10,1,2,2,0,2,1200
0,2017-05-12,1,1,2,0,2,58
0,2017-05-13,1,5,2,0,2,238
0,2017-05-11,1,2,2,0,2,98
0,2017-05-13,1,5,2,0,2,98
0,2017-05-08,2,5,2,0,2,169
0,2017-05-09,1,4,2,0,2,169
0,2017-05-09,2,5,2,0,2,216
0,2017-05-09,1,3,2,0,2,240
0,2017-05-10,1,4,2,0,2,209
0,2017-05-12,1,4,2,0,2,126
0,2017-05-11,1,1,2,0,2,126
0,2017-05-11,1,4,2,0,2,126
0,2017-05-12,1,3,2,0,2,138
0,2017-05-13,2,3,2,0,2,138
0,2017-05-09,2,1,2,0,2,72
0,2017-05-12,2,1,2,0,2,72
1,2017-05-08,1,5,2,0,2,88
1,2017-05-11,1,5,2,0,2,88
0,2017-05-10,1,5,2,0,2,390
0,2017-05-13,1,2,2,0,2,75
0,2017-05-08,1,5,2,0,2,75
0,2017-05-06,1,3,2,0,2,75
0,2017-05-10,2,5,2,0,2,75
0,2017-05-06,1,1,2,0,2,75
0,2017-05-12,1,5,2,0,2,75
0,2017-05-09,2,4,2,0,2,138
0,2017-05-11,2,4,2,0,2,124
0,2017-05-11,2,4,2,0,2,124
0,2017-05-08,2,3,2,0,2,50
1,2017-05-10,1,4,2,0,2,720
0,2017-05-09,1,2,2,0,2,268
0,2017-05-10,1,2,2,0,2,268
0,2017-05-10,1,2,2,0,2,268
1,2017-05-08,2,3,2,0,2,268
0,2017-05-08,1,4,2,0,2,268
0,2017-05-07,1,2,2,0,2,179
0,2017-05-06,2,4,2,0,2,179
0,2017-05-10,2,2,2,0,2,179
0,2017-05-10,2,4,2,0,2,179
0,2017-05-13,2,5,2,0,2,330
0,2017-05-09,1,2,2,0,2,198
0,2017-05-08,1,5,2,0,2,50
0,2017-05-10,1,4,2,0,2,29
0,2017-05-10,1,4,2,0,2,29
0,2017-05-08,1,4,2,0,2,29
0,2017-05-07,2,3,2,0,2,198
0,2017-05-10,2,4,2,0,2,49
0,2017-05-12,2,4,2,0,2,395
0,2017-05-08,2,4,2,0,2,395
0,2017-05-12,2,4,2,0,2,395
0,2017-05-12,2,5,2,0,2,728
0,2017-05-09,2,3,2,0,2,425
0,2017-05-12,2,3,2,0,2,425
0,2017-05-12,1,5,2,0,2,39
0,2017-05-10,1,4,2,0,2,39
0,2017-05-13,1,5,2,0,2,78
0,2017-05-12,1,4,2,0,2,20
0,2017-05-11,1,4,2,0,2,160
0,2017-05-12,1,4,2,0,2,376
0,2017-05-08,1,2,2,0,2,400
0,2017-05-13,1,2,2,0,2,38
0,2017-05-13,1,2,2,0,2,450
0,2017-05-13,1,3,2,1,2,98
0,2017-05-13,1,3,2,0,2,467
0,2017-05-09,1,5,2,0,2,68
0,2017-05-06,1,3,2,0,2,30
0,2017-05-11,2,3,2,0,2,75
0,2017-05-12,1,4,2,0,2,218
0,2017-05-06,2,4,2,0,2,176
0,2017-05-10,1,5,2,0,2,176
0,2017-05-13,1,1,2,0,2,280
0,2017-05-08,2,3,2,0,2,138
1,2017-05-05,1,3,2,0,2,210
0,2017-05-13,2,5,2,0,2,20
0,2017-05-10,1,4,2,0,2,98
0,2017-05-07,1,4,2,0,2,98
0,2017-05-10,2,1,2,0,2,65
0,2017-05-12,2,1,2,0,2,65
0,2017-05-07,2,4,2,0,2,71.99
0,2017-05-07,1,5,2,0,2,71.99
1,2017-05-10,2,4,2,0,2,71.99
0,2017-05-10,1,5,2,0,2,71.99
0,2017-05-06,1,3,2,0,2,22.8
0,2017-05-12,1,4,2,0,2,22.8
1,2017-05-10,1,5,2,0,2,48
0,2017-05-12,1,5,2,0,2,48
0,2017-05-09,1,2,2,0,2,1250
0,2017-05-06,1,2,2,0,2,1250
0,2017-05-06,1,4,2,0,2,1250
0,2017-05-12,1,6,2,0,2,428
0,2017-05-13,1,5,2,0,2,850
0,2017-05-12,1,4,2,0,2,280
0,2017-05-08,2,3,2,0,2,1280
0,2017-05-08,1,5,2,0,2,128
0,2017-05-12,1,4,2,0,2,88
0,2017-05-06,1,5,2,0,2,59
0,2017-05-13,1,5,2,0,2,389
0,2017-05-13,1,5,2,0,2,89
0,2017-05-13,1,5,2,0,2,438
0,2017-05-08,1,5,2,0,2,150.2
0,2017-05-11,1,3,2,0,2,59.8
0,2017-05-13,2,5,2,0,2,59.8
0,2017-05-11,1,5,2,0,2,59.8
0,2017-05-08,1,4,2,0,2,59.8
0,2017-05-07,1,3,2,0,2,59.8
0,2017-05-11,1,3,2,0,2,198
0,2017-05-09,2,2,2,0,2,69
0,2017-05-06,2,2,2,0,2,69
0,2017-05-10,2,2,2,0,2,69
0,2017-05-06,2,3,2,0,2,189
0,2017-05-12,2,3,2,0,2,133
0,2017-05-08,2,5,2,0,2,25.6
0,2017-05-13,2,3,2,0,2,25.6
0,2017-05-10,2,4,2,0,2,368
0,2017-05-07,2,2,2,0,2,56
0,2017-05-13,2,4,2,0,2,27.8
1,2017-05-06,1,5,2,0,2,49
0,2017-05-12,1,5,2,0,2,49
0,2017-05-06,2,5,2,0,2,169
0,2017-05-10,2,5,2,0,2,72
0,2017-05-07,2,5,2,0,2,72
1,2017-05-11,1,4,2,0,2,429
0,2017-05-07,1,6,2,0,2,828
1,2017-05-08,1,2,2,0,2,278
0,2017-05-12,2,4,2,0,2,278
0,2017-05-13,1,5,2,0,2,115
0,2017-05-11,1,5,2,0,2,218
0,2017-05-07,1,2,2,0,2,198
1,2017-05-07,1,3,2,0,2,45
0,2017-05-11,1,2,2,0,2,45
1,2017-05-11,1,3,2,0,2,45
0,2017-05-11,2,3,2,0,2,480
0,2017-05-13,2,3,2,0,2,480
0,2017-05-06,2,5,2,0,2,79.9
0,2017-05-06,1,2,2,0,2,79.9
0,2017-05-09,2,3,2,0,2,79.9
0,2017-05-09,2,2,2,0,2,79.9
0,2017-05-12,2,3,2,0,2,56
0,2017-05-07,1,3,2,0,2,56
0,2017-05-07,2,4,2,0,2,56
0,2017-05-12,2,4,2,0,2,56
0,2017-05-10,2,4,2,0,2,56
0,2017-05-07,2,4,2,0,2,56
0,2017-05-05,1,4,2,0,2,520
0,2017-05-11,2,2,2,0,2,245
0,2017-05-13,1,5,2,0,2,188
0,2017-05-12,1,4,2,0,2,278
0,2017-05-13,2,3,2,0,2,118
0,2017-05-13,2,3,2,0,2,118
0,2017-05-09,2,1,2,0,2,49.8
0,2017-05-09,1,5,2,0,2,30
0,2017-05-09,1,5,2,0,2,55
0,2017-05-06,1,4,2,0,2,55
0,2017-05-12,1,3,2,0,2,158
0,2017-05-08,1,4,2,0,2,158
0,2017-05-12,1,4,2,0,2,158
0,2017-05-08,1,5,2,0,2,88
0,2017-05-12,2,2,2,0,2,178
0,2017-05-12,2,3,2,0,2,104
0,2017-05-08,2,2,2,0,2,104
0,2017-05-10,2,3,2,0,2,104
0,2017-05-13,1,4,2,0,2,130
0,2017-05-12,1,5,2,0,2,130
0,2017-05-12,1,4,2,0,2,179
0,2017-05-11,1,4,2,0,2,800
0,2017-05-11,1,4,2,0,2,1080
0,2017-05-11,1,4,2,0,2,720
0,2017-05-07,2,6,2,0,2,459
0,2017-05-05,2,4,2,0,2,299
0,2017-05-08,1,5,2,0,2,1080
0,2017-05-07,1,4,2,0,2,1080
0,2017-05-12,2,4,2,0,2,498
0,2017-05-11,1,4,2,0,2,498
0,2017-05-08,1,4,2,0,2,498
0,2017-05-10,2,3,2,0,2,98
0,2017-05-09,1,3,2,0,2,26
0,2017-05-09,1,3,2,0,2,26
0,2017-05-06,1,2,2,1,2,26
0,2017-05-13,2,5,2,0,2,718
1,2017-05-13,2,5,2,0,2,718
0,2017-05-09,2,4,2,0,2,718
0,2017-05-11,2,5,2,0,2,718
0,2017-05-10,1,5,2,0,2,198
0,2017-05-10,2,3,2,0,2,458
0,2017-05-08,2,4,2,0,2,116
0,2017-05-06,2,4,2,0,2,58
0,2017-05-09,2,4,2,0,2,58
0,2017-05-10,2,3,2,0,2,110
0,2017-05-06,2,3,2,0,2,110
0,2017-05-11,1,2,2,1,2,110
0,2017-05-11,2,0,2,0,2,999
0,2017-05-12,1,2,2,0,2,20
0,2017-05-09,1,3,2,0,2,30.5
0,2017-05-13,1,4,2,0,2,48
0,2017-05-13,1,3,2,0,2,68
0,2017-05-12,2,4,2,0,2,68
0,2017-05-08,1,4,2,0,2,68
1,2017-05-08,1,4,2,0,2,64
0,2017-05-07,1,3,2,0,2,64
0,2017-05-13,2,3,2,0,2,64
0,2017-05-12,2,6,2,0,2,79
0,2017-05-09,1,6,2,0,2,24
0,2017-05-10,2,5,2,0,2,24
0,2017-05-11,1,3,2,0,2,608
0,2017-05-05,1,5,2,0,2,149
0,2017-05-08,1,5,2,0,2,149
0,2017-05-08,2,2,2,0,2,179
0,2017-05-12,2,6,2,0,2,29
0,2017-05-07,2,5,2,0,2,288
0,2017-05-09,1,2,2,1,2,186
0,2017-05-08,1,3,2,0,2,330
0,2017-05-07,1,6,2,0,2,102.9
0,2017-05-11,1,5,2,0,2,47.6
0,2017-05-11,1,4,2,0,2,47.6
0,2017-05-05,1,4,2,0,2,47.6
1,2017-05-09,1,5,2,0,2,47.6
0,2017-05-08,1,5,2,0,2,310
0,2017-05-11,1,5,2,0,2,310
0,2017-05-07,1,5,2,0,2,280
0,2017-05-08,2,4,2,0,2,85
0,2017-05-07,1,4,2,0,2,25
0,2017-05-09,1,3,2,0,2,178
0,2017-05-11,1,3,2,0,2,178
0,2017-05-09,1,4,2,0,2,35
0,2017-05-08,2,2,2,1,2,218
0,2017-05-10,2,5,2,0,2,27
0,2017-05-11,1,4,2,0,2,920
0,2017-05-07,2,4,2,0,2,31.8
0,2017-05-09,1,2,2,0,2,69.9
0,2017-05-12,1,5,2,0,2,28
0,2017-05-07,1,4,2,0,2,28
0,2017-05-12,1,5,2,0,2,28
0,2017-05-07,1,5,2,0,2,782
0,2017-05-09,1,5,2,0,2,782
0,2017-05-10,1,2,2,0,2,49
0,2017-05-12,1,2,2,0,2,596
0,2017-05-11,1,5,2,0,2,59
1,2017-05-13,2,4,2,0,2,78
0,2017-05-08,1,5,2,0,2,436
0,2017-05-08,2,3,2,0,2,198
0,2017-05-12,1,3,2,0,2,198
0,2017-05-08,1,3,2,0,2,198
0,2017-05-07,2,2,2,0,2,31.6
0,2017-05-10,2,3,2,0,2,31.6
0,2017-05-07,2,1,2,0,2,31.6
0,2017-05-10,2,6,2,0,2,31.6
0,2017-05-07,1,3,2,0,2,35
0,2017-05-11,1,4,2,0,2,35
1,2017-05-13,2,3,2,0,2,360
0,2017-05-06,1,4,2,0,2,56
0,2017-05-11,1,4,2,0,2,56
0,2017-05-07,1,5,2,0,2,340
0,2017-05-12,2,3,2,0,2,153.4
0,2017-05-09,1,3,2,0,2,45.6
1,2017-05-12,1,5,2,0,2,395
0,2017-05-07,2,5,2,0,2,40
0,2017-05-07,2,5,2,0,2,215
0,2017-05-12,1,4,2,0,2,215
0,2017-05-07,1,3,2,0,2,182
0,2017-05-12,1,5,2,0,2,158
0,2017-05-13,1,5,2,0,2,25.7
0,2017-05-12,1,5,2,0,2,40
0,2017-05-07,2,4,2,0,2,19.9
0,2017-05-09,2,3,2,0,2,19.9
0,2017-05-10,2,5,2,0,2,396
0,2017-05-06,1,4,2,0,2,916
0,2017-05-09,1,3,2,0,2,300
0,2017-05-08,1,2,2,0,2,160
1,2017-05-11,2,5,2,0,2,30.8
0,2017-05-08,1,4,2,0,2,122
0,2017-05-12,1,4,2,0,2,122
0,2017-05-08,2,5,2,0,2,168
0,2017-05-13,2,5,2,0,2,48.6
0,2017-05-12,1,6,2,0,2,375
0,2017-05-10,1,3,2,0,2,180
0,2017-05-08,1,2,2,0,2,150
0,2017-05-09,1,5,2,0,2,595
0,2017-05-13,2,5,2,0,2,595
0,2017-05-06,1,5,2,0,2,595
0,2017-05-08,1,5,2,0,2,47
0,2017-05-09,2,3,2,0,2,50
0,2017-05-12,1,4,2,0,2,33.75
0,2017-05-11,2,2,2,0,2,33.75
0,2017-05-07,1,4,2,0,2,33.75
0,2017-05-06,1,5,2,0,2,38
0,2017-05-08,2,3,2,0,2,145
0,2017-05-12,2,3,2,0,2,145
0,2017-05-09,1,5,2,0,2,30
0,2017-05-08,1,3,2,0,2,30
0,2017-05-12,1,4,2,0,2,30
0,2017-05-08,2,4,2,0,2,574
0,2017-05-07,1,2,2,0,2,56
0,2017-05-10,2,5,2,0,2,24
0,2017-05-13,1,3,2,0,2,596
0,2017-05-06,2,5,2,0,2,58
0,2017-05-13,1,1,2,0,2,399
0,2017-05-11,1,4,2,0,2,70
0,2017-05-05,1,5,2,0,2,58
0,2017-05-11,1,3,2,0,2,252
0,2017-05-07,2,4,2,0,2,20
0,2017-05-08,2,4,2,0,2,20
0,2017-05-09,1,5,2,0,2,50
0,2017-05-07,1,4,2,0,2,894.73
0,2017-05-06,1,4,2,0,2,288
0,2017-05-07,1,5,2,0,2,46.9
0,2017-05-09,2,5,2,0,2,673
0,2017-05-06,2,4,2,0,2,1050
0,2017-05-06,1,2,2,0,2,318
0,2017-05-10,1,6,2,0,2,318
0,2017-05-12,1,4,2,0,2,230
0,2017-05-07,1,1,2,0,2,32.66
0,2017-05-06,2,5,2,0,2,59
0,2017-05-06,2,3,2,0,2,356
0,2017-05-08,2,3,2,0,2,356
0,2017-05-09,2,4,2,0,2,287
0,2017-05-08,1,4,2,0,2,268
1,2017-05-08,2,5,2,0,2,236
0,2017-05-09,2,1,2,0,2,548
0,2017-05-06,2,5,2,0,2,158
0,2017-05-09,1,5,2,0,2,56
0,2017-05-12,2,5,2,0,2,290
0,2017-05-08,1,3,2,0,2,298
0,2017-05-12,1,4,2,0,2,280
0,2017-05-13,1,2,2,0,2,308
1,2017-05-11,1,5,2,0,2,358
0,2017-05-06,2,3,2,0,2,258
0,2017-05-06,2,5,2,0,2,27
0,2017-05-07,1,6,2,0,2,138
0,2017-05-07,2,4,2,0,2,130
0,2017-05-08,2,4,2,0,2,130
0,2017-05-08,1,4,2,0,2,60
0,2017-05-10,1,5,2,0,2,38
0,2017-05-07,1,4,2,0,2,49
0,2017-05-12,2,4,2,0,2,158
0,2017-05-09,2,4,2,0,2,158
0,2017-05-13,2,5,2,0,2,158
0,2017-05-08,1,5,2,0,2,407.5
0,2017-05-08,1,4,2,0,2,20
0,2017-05-08,2,2,2,0,2,49
0,2017-05-11,2,2,2,0,2,178
0,2017-05-11,2,2,2,0,2,536
0,2017-05-13,2,1,2,0,2,90
0,2017-05-11,2,1,2,0,2,90
0,2017-05-11,1,5,2,0,2,180
0,2017-05-07,1,6,2,0,2,180
0,2017-05-09,2,3,2,0,2,199
0,2017-05-12,1,4,2,0,2,499
0,2017-05-12,2,3,2,0,2,72.5
0,2017-05-07,2,4,2,0,2,312
0,2017-05-07,2,4,2,0,2,45
0,2017-05-06,1,2,2,0,2,55
0,2017-05-10,1,3,2,0,2,46
1,2017-05-08,2,6,2,0,2,48
0,2017-05-10,1,3,2,0,2,298
1,2017-05-12,1,5,2,0,2,298
0,2017-05-07,1,3,2,0,2,298
0,2017-05-09,1,4,2,0,2,298
0,2017-05-08,1,3,2,0,2,298
0,2017-05-06,1,3,2,0,2,298
0,2017-05-07,1,4,2,0,2,298
0,2017-05-06,1,5,2,0,2,299
1,2017-05-08,1,3,2,0,2,299
0,2017-05-07,1,5,2,0,2,35.8
0,2017-05-08,2,4,2,0,2,139
0,2017-05-13,1,5,2,0,2,212
0,2017-05-11,1,2,2,0,2,356
0,2017-05-08,1,3,2,0,2,185
0,2017-05-06,1,5,2,0,2,238
0,2017-05-09,1,5,2,0,2,238
0,2017-05-06,1,3,2,0,2,158
0,2017-05-06,1,3,2,0,2,158
0,2017-05-07,1,5,2,0,2,518
1,2017-05-09,1,4,2,0,2,99
0,2017-05-07,2,2,2,0,2,138
0,2017-05-07,1,4,2,0,2,138
0,2017-05-07,1,5,2,0,2,138
0,2017-05-07,2,3,2,0,2,138
0,2017-05-07,1,3,2,0,2,150
0,2017-05-07,1,4,2,0,2,68
0,2017-05-08,1,3,2,0,2,235
0,2017-05-11,2,5,2,0,2,46
0,2017-05-12,1,3,2,0,2,45
1,2017-05-05,1,3,2,0,2,45
0,2017-05-12,1,3,2,0,2,45
0,2017-05-09,2,5,2,0,2,45
0,2017-05-09,2,3,2,0,2,456
0,2017-05-07,2,3,2,0,2,456
0,2017-05-07,2,4,2,0,2,55
0,2017-05-11,2,4,2,0,2,79.6
0,2017-05-13,2,4,2,0,2,79.6
0,2017-05-12,2,5,2,0,2,188
0,2017-05-08,1,3,2,0,2,44
0,2017-05-07,2,5,2,0,2,44
0,2017-05-08,2,4,2,0,2,44
0,2017-05-08,1,5,2,0,2,281
0,2017-05-08,1,5,2,0,2,281
0,2017-05-12,1,2,2,0,2,198
1,2017-05-13,1,1,2,0,2,25
0,2017-05-13,1,5,2,0,2,78
0,2017-05-10,1,3,2,0,2,78
0,2017-05-07,1,3,2,0,2,29
1,2017-05-07,1,5,2,0,2,72
0,2017-05-12,2,5,2,0,2,198
0,2017-05-11,1,3,2,0,2,55
0,2017-05-11,1,3,2,0,2,55
0,2017-05-08,2,4,2,0,2,75
0,2017-05-10,1,5,2,0,2,50
0,2017-05-11,1,5,2,0,2,236
0,2017-05-09,1,5,2,0,2,236
0,2017-05-07,1,3,2,0,2,29
0,2017-05-07,1,3,2,0,2,68
0,2017-05-11,1,4,2,0,2,152
0,2017-05-13,1,4,2,0,2,152
0,2017-05-11,2,4,2,0,2,152
0,2017-05-10,1,4,2,0,2,49
0,2017-05-10,1,3,2,0,2,275
0,2017-05-12,1,1,2,0,2,192
0,2017-05-06,2,4,2,0,2,192
0,2017-05-06,1,3,2,0,2,430
0,2017-05-13,1,5,2,0,2,78
0,2017-05-09,2,5,2,0,2,78
0,2017-05-09,1,2,2,0,2,58.7
0,2017-05-09,1,6,2,0,2,58.7
0,2017-05-08,2,4,2,0,2,22
0,2017-05-10,2,4,2,0,2,45
0,2017-05-13,2,5,2,0,2,486
0,2017-05-07,1,5,2,0,2,119.9
1,2017-05-09,2,1,2,0,2,298
0,2017-05-12,2,3,2,0,2,60
0,2017-05-06,1,5,2,0,2,29
0,2017-05-11,1,3,2,0,2,650
0,2017-05-08,2,5,2,0,2,78
1,2017-05-06,2,3,2,0,2,78
0,2017-05-06,1,5,2,0,2,399
0,2017-05-08,1,5,2,0,2,399
0,2017-05-12,1,3,2,0,2,59
0,2017-05-07,1,4,2,0,2,116
0,2017-05-08,1,5,2,0,2,116
0,2017-05-11,1,4,2,0,2,116
0,2017-05-09,1,4,2,0,2,116
0,2017-05-08,2,5,2,0,2,35.8
0,2017-05-06,2,4,2,0,2,26
0,2017-05-11,2,5,2,0,2,398
0,2017-05-09,1,3,2,0,2,778
0,2017-05-12,1,4,2,0,2,65
0,2017-05-07,1,5,2,0,2,698
0,2017-05-12,1,4,2,0,2,388
0,2017-05-07,2,2,2,0,2,39
0,2017-05-07,2,5,2,0,2,39
0,2017-05-12,1,3,2,0,2,68
0,2017-05-09,1,4,2,0,2,168
0,2017-05-10,1,2,2,0,2,50
0,2017-05-09,1,2,2,0,2,66
0,2017-05-11,1,4,2,0,2,66
0,2017-05-12,2,4,2,0,2,72
0,2017-05-07,1,4,2,0,2,119
0,2017-05-11,2,5,2,0,2,305
0,2017-05-11,1,5,2,0,2,338
0,2017-05-08,2,4,2,0,2,200
0,2017-05-10,1,5,2,0,2,89.33
0,2017-05-06,1,5,2,0,2,356
1,2017-05-09,2,1,2,0,2,153
0,2017-05-13,2,2,2,0,2,32
0,2017-05-06,1,4,2,0,2,43.6
0,2017-05-11,1,4,2,0,2,43.6
0,2017-05-08,2,5,2,0,2,596
0,2017-05-08,2,5,2,0,2,558
0,2017-05-09,2,1,2,0,2,130
0,2017-05-09,1,3,2,0,2,500
0,2017-05-12,1,3,2,0,2,138
0,2017-05-06,2,5,2,0,2,228
0,2017-05-12,1,5,2,0,2,498
0,2017-05-11,2,6,2,0,2,299
